id,carat,cut,color,clarity,depth,table,x,y,z,price
40462,1.02,Ideal,F,SI1,61.8,56.0,6.47,6.51,4.01,5952
78763,0.83,Premium,I,VS2,61.6,59.0,6.02,6.05,3.72,2913
42967,0.4,Ideal,G,VS1,61.7,57.0,4.72,4.75,2.92,870
190580,0.72,Very Good,G,VS2,63.4,57.0,5.73,5.7,3.63,2732
77982,0.51,Very Good,E,VS2,63.5,56.0,5.05,5.09,3.22,1323
135793,0.58,Ideal,H,VVS1,62.6,56.0,5.33,5.3,3.33,1929
16066,0.74,Ideal,E,SI2,61.9,55.0,5.78,5.83,3.61,2333
114005,0.51,Ideal,D,VS2,61.9,55.0,5.11,5.16,3.18,1787
65994,0.5,Premium,F,SI1,60.3,60.0,5.14,5.18,3.11,1235
127838,1.03,Premium,F,SI1,62.3,58.0,6.41,6.45,4.0,5221
180232,1.01,Premium,E,SI1,61.0,58.0,6.49,6.44,3.94,5285
133627,0.32,Ideal,E,VS1,61.8,55.0,4.42,4.45,2.74,800
44557,1.19,Ideal,I,SI2,61.1,59.0,6.78,6.83,4.16,4503
94978,0.3,Ideal,F,IF,61.9,54.2,4.3,4.31,2.67,979
28805,0.3,Ideal,H,VS1,61.3,56.0,4.32,4.34,2.65,675
169162,0.35,Ideal,I,SI1,61.7,57.0,4.53,4.5,2.79,571
193138,1.23,Ideal,H,SI1,62.0,55.0,6.81,6.89,4.25,6976
107535,0.7,Good,F,SI1,63.1,56.0,5.66,5.69,3.58,2314
76625,0.76,Ideal,E,VS2,60.9,57.0,5.87,5.9,3.59,3238
49703,0.5,Ideal,G,VVS2,62.2,56.0,5.06,5.09,3.16,1701
69925,1.2,Ideal,I,SI1,62.0,55.0,6.77,6.82,4.21,5569
59789,0.56,Premium,G,SI1,61.5,58.0,5.34,5.28,3.27,1443
15489,0.85,Very Good,G,SI2,60.5,59.0,6.06,6.13,3.68,2853
175210,0.53,Good,E,SI1,64.2,57.0,5.1,5.15,3.31,1422
97686,1.01,Ideal,G,VS1,62.0,57.0,6.43,6.4,3.98,6732
75656,0.4,Very Good,E,VS1,63.5,56.0,4.69,4.66,2.96,1070
98026,0.71,Very Good,E,SI1,59.2,63.0,5.8,5.84,3.46,2737
64512,0.4,Ideal,G,VS2,62.0,57.0,4.72,4.77,2.94,1020
157743,1.02,Ideal,D,SI1,60.6,56.0,6.53,6.58,3.98,5384
69393,1.08,Ideal,E,SI2,61.5,59.0,6.61,6.59,4.06,4321
140441,1.01,Ideal,J,SI2,62.9,57.0,6.37,6.42,4.03,3326
155197,1.11,Premium,D,I1,62.4,57.0,6.66,6.6,4.13,3605
150933,1.31,Ideal,H,VS2,62.3,57.0,6.98,7.01,4.38,8650
185991,0.55,Ideal,F,SI2,61.6,55.0,5.29,5.31,3.27,1314
1010,1.51,Premium,H,VS2,62.6,58.0,7.26,7.22,4.53,10863
43614,2.01,Premium,I,VS2,62.7,59.0,8.01,7.94,5.02,16960
136435,0.35,Very Good,E,SI2,62.1,56.0,4.48,4.51,2.8,470
1505,2.23,Premium,J,VS1,60.7,60.0,8.41,8.37,5.1,17096
188896,1.54,Very Good,D,SI2,61.4,57.0,7.38,7.4,4.55,11147
173806,1.03,Good,D,SI2,57.9,60.0,6.61,6.66,3.84,4602
126440,0.39,Ideal,G,VVS2,61.8,56.0,4.7,4.73,2.91,1127
22695,0.81,Ideal,F,SI2,62.2,57.0,5.96,5.99,3.71,2989
38233,0.51,Premium,G,SI2,62.6,59.0,5.09,5.11,3.19,1210
79552,1.0,Fair,F,VVS2,59.7,69.0,6.41,6.3,3.78,6734
180276,0.32,Premium,E,SI1,60.6,60.0,4.45,4.42,2.68,672
66470,0.9,Very Good,E,SI1,62.2,61.0,6.15,6.19,3.84,3961
19283,2.01,Premium,I,SI1,61.8,58.0,8.08,8.01,4.96,15528
40565,0.52,Very Good,E,SI1,62.3,58.0,5.17,5.2,3.22,1399
76955,1.53,Ideal,F,SI1,62.2,57.0,7.34,7.4,4.58,12539
56550,0.32,Ideal,H,VVS1,61.3,55.0,4.44,4.42,2.72,995
