id,carat,cut,color,clarity,depth,table,x,y,z,price
131756,0.32,Ideal,G,IF,60.9,57.0,4.42,4.45,2.7,918
88738,0.4,Ideal,G,SI1,63.2,54.0,4.7,4.66,2.96,855
114605,0.5,Ideal,D,VS2,62.1,54.0,5.08,5.12,3.17,1847
89670,1.25,Premium,D,SI2,59.0,60.0,7.03,7.09,4.15,6969
21604,0.24,Very Good,E,VVS2,63.1,56.0,3.93,3.97,2.51,499
20169,0.7,Ideal,I,VS1,61.5,56.0,5.74,5.78,3.54,2513
38562,1.02,Good,G,VS2,63.7,58.0,6.32,6.36,4.04,5973
159236,0.56,Ideal,G,VS1,62.5,55.0,5.27,5.25,3.29,1786
156207,1.01,Premium,G,SI1,60.5,59.0,6.53,6.5,3.94,4582
107292,0.6,Premium,E,SI1,59.4,61.0,5.48,5.45,3.26,1849
181056,0.4,Ideal,D,VS1,60.5,56.0,4.77,4.81,2.9,1001
29717,1.02,Premium,F,VS2,60.9,59.0,6.51,6.54,3.97,6093
109084,0.53,Ideal,D,VS2,61.9,57.0,5.22,5.24,3.23,1857
33205,0.38,Ideal,I,VVS1,61.7,56.0,4.66,4.69,2.88,816
20566,1.25,Ideal,H,SI1,61.2,55.0,6.95,6.98,4.27,6686
123182,0.32,Very Good,D,SI2,63.1,56.0,4.4,4.38,2.77,650
91916,1.04,Ideal,G,VS1,62.4,55.0,6.45,6.48,4.04,7451
175544,2.03,Good,I,SI1,64.1,57.0,7.94,7.89,5.07,11554
31218,0.42,Ideal,F,VS2,62.0,57.0,4.81,4.76,2.96,968
146998,0.32,Premium,E,SI1,61.7,58.0,4.38,4.39,2.71,672
120725,0.43,Premium,F,VS2,61.2,61.0,4.84,4.81,2.95,968
39199,1.07,Premium,J,SI2,61.0,59.0,6.65,6.6,4.03,3447
8625,1.01,Premium,H,SI1,62.6,60.0,6.33,6.27,3.94,4232
25104,1.7,Ideal,G,VVS2,62.8,57.0,7.61,7.54,4.75,15658
150214,0.77,Very Good,G,VS2,60.8,58.0,5.93,5.96,3.63,3030
16571,1.15,Premium,H,SI1,62.6,60.0,6.67,6.61,4.16,5082
95018,1.01,Ideal,H,VS2,62.4,55.0,6.44,6.37,4.0,5829
99596,1.22,Ideal,H,VS2,61.6,57.0,6.9,6.83,4.22,7130
43463,0.55,Ideal,E,VS2,61.1,55.0,5.34,5.29,3.25,1641
73391,1.0,Very Good,F,VS1,62.3,59.0,6.27,6.32,3.93,6441
66062,0.3,Ideal,G,IF,62.1,55.0,4.32,4.34,2.69,863
33359,1.01,Premium,G,VS2,63.0,58.0,6.42,6.37,4.05,7179
129651,0.7,Good,H,VS1,64.5,58.0,5.53,5.49,3.56,2476
116049,1.51,Very Good,I,VS1,60.9,60.0,7.39,7.36,4.49,9471
152645,1.6,Ideal,H,VS2,61.4,55.0,7.57,7.53,4.64,10333
37905,0.36,Ideal,F,VVS2,60.8,56.0,4.62,4.65,2.81,1073
14780,0.23,Very Good,E,VVS1,63.4,57.0,3.96,3.9,2.5,530
76120,1.03,Premium,H,VS1,61.2,59.0,6.49,6.53,3.99,6058
47573,0.31,Ideal,E,VS1,61.2,55.0,4.35,4.4,2.68,692
26797,1.51,Premium,G,VS2,59.0,60.0,7.54,7.46,4.42,11221
99644,0.56,Premium,E,SI1,61.3,58.0,5.26,5.3,3.24,1629
129193,1.06,Premium,I,VS2,61.7,60.0,6.5,6.53,4.01,4514
58784,0.53,Very Good,E,SI1,62.8,56.0,5.15,5.17,3.24,1585
10715,0.55,Fair,E,SI1,64.5,62.0,5.14,5.09,3.29,1284
156926,0.3,Premium,G,VVS1,61.9,59.0,4.32,4.28,2.66,1013
61160,0.23,Very Good,G,VVS1,61.9,55.0,3.95,3.98,2.45,484
31368,0.9,Premium,G,VS2,61.6,59.0,6.21,6.29,3.84,4424
167499,1.01,Fair,E,SI1,64.7,55.0,6.11,6.07,3.93,4853
81144,0.32,Ideal,F,VS2,62.0,56.0,4.38,4.41,2.72,828
191036,0.71,Premium,F,SI2,62.3,59.0,5.72,5.68,3.56,2386
