id,carat,cut,color,clarity,depth,table,x,y,z,price
14735,0.9,Premium,G,SI1,63.0,58.0,6.11,6.03,3.84,3409
124507,0.41,Ideal,E,VS1,61.6,56.0,4.82,4.79,2.96,1151
58954,0.31,Premium,E,SI1,59.7,62.0,4.4,4.37,2.62,698
105267,1.28,Very Good,E,SI1,62.5,57.0,6.89,6.94,4.32,8470
52924,0.51,Premium,G,VS1,61.4,58.0,5.18,5.16,3.17,1781
38426,0.72,Ideal,G,VS1,61.2,57.0,5.84,5.77,3.55,3478
10470,1.72,Ideal,E,SI1,61.2,57.0,7.67,7.72,4.71,15847
96915,0.9,Very Good,F,SI1,63.5,57.0,6.05,6.09,3.86,3160
36555,0.7,Very Good,E,SI1,63.5,58.0,5.59,5.64,3.57,2479
63534,0.57,Premium,E,VS1,62.5,58.0,5.29,5.31,3.31,1970
59542,2.18,Very Good,J,VS2,63.1,58.0,8.24,8.28,5.2,16092
170659,1.5,Ideal,H,VS1,62.1,55.0,7.28,7.33,4.53,11113
152611,1.7,Ideal,G,VS2,61.8,55.0,7.61,7.64,4.7,15665
152473,0.54,Ideal,E,VS2,61.2,56.0,5.24,5.26,3.22,1696
192351,1.04,Ideal,G,VS2,62.6,57.0,6.44,6.47,4.05,6412
135038,1.51,Premium,F,VS2,62.2,58.0,7.33,7.28,4.55,12085
191346,0.33,Ideal,G,IF,62.2,53.0,4.45,4.42,2.76,984
129185,0.7,Ideal,F,SI1,61.8,57.0,5.63,5.69,3.5,2319
183040,0.42,Ideal,F,VS2,60.1,57.0,4.88,4.83,2.92,884
30907,2.06,Good,G,SI1,63.7,57.0,8.05,8.0,5.15,18705
150684,0.83,Very Good,E,VS1,61.3,58.0,6.03,6.06,3.72,3874
112958,0.77,Ideal,E,VS2,61.9,56.0,5.86,5.91,3.63,3581
189446,0.53,Ideal,F,VVS2,61.9,55.0,5.18,5.22,3.21,2246
193140,0.3,Ideal,F,IF,61.9,56.0,4.3,4.34,2.68,886
162751,0.39,Ideal,G,SI1,62.0,54.0,4.65,4.71,2.9,756
46213,0.71,Very Good,I,VS2,60.1,59.0,5.76,5.79,3.47,2616
140225,0.9,Ideal,G,SI1,61.5,56.0,6.14,6.18,3.78,4064
83349,0.81,Very Good,H,SI1,62.0,57.0,5.97,5.89,3.69,2782
51412,2.01,Premium,I,SI1,61.0,59.0,8.15,8.11,4.96,14406
29107,0.5,Ideal,G,VVS2,62.0,56.0,5.09,5.11,3.16,1813
190453,0.31,Very Good,F,SI1,63.3,59.0,4.3,4.35,2.74,471
83247,1.03,Ideal,G,SI1,60.6,57.0,6.56,6.6,3.97,5126
19328,1.22,Ideal,G,I1,62.2,55.0,6.84,6.88,4.26,4435
39826,0.35,Ideal,G,IF,62.0,53.0,4.54,4.56,2.82,918
129210,0.44,Premium,G,SI1,60.8,59.0,4.93,4.9,2.99,1031
69248,0.3,Very Good,E,SI1,62.7,55.0,4.3,4.25,2.68,675
62525,0.54,Ideal,D,VS1,60.5,57.0,5.27,5.33,3.21,2057
180604,0.9,Ideal,H,SI1,61.7,57.0,6.15,6.22,3.82,3427
138601,0.55,Ideal,G,VS1,62.2,55.0,5.23,5.28,3.27,1780
77538,0.52,Ideal,E,VS2,61.9,56.0,5.13,5.14,3.18,1694
64403,0.71,Ideal,H,SI1,62.2,57.0,5.71,5.74,3.56,2197
160024,0.71,Premium,E,VS2,60.2,59.0,5.85,5.8,3.5,3101
142211,1.31,Ideal,G,VS1,61.8,55.0,7.05,6.95,4.32,10032
35609,1.01,Very Good,E,VS2,61.9,60.0,6.39,6.43,3.97,6626
170477,1.3,Ideal,G,VS2,62.5,57.0,6.9,6.95,4.34,8770
122262,0.71,Ideal,F,SI1,60.9,57.0,5.77,5.79,3.53,2840
83048,0.5,Premium,E,SI2,62.3,59.0,5.09,5.06,3.16,1178
157372,0.54,Ideal,I,SI1,61.5,55.0,5.24,5.26,3.23,1158
81164,0.39,Ideal,D,VVS2,62.9,57.0,4.68,4.64,2.93,838
130196,0.33,Premium,E,SI1,61.9,58.0,4.49,4.43,2.76,743
76747,0.72,Ideal,E,SI1,62.1,57.0,5.73,5.77,3.57,2732
179156,0.7,Ideal,F,VS1,62.3,55.0,5.67,5.71,3.55,3192
17259,0.57,Ideal,D,SI1,61.6,56.0,5.31,5.34,3.29,1721
129024,0.52,Ideal,G,VS2,62.0,55.0,5.15,5.18,3.2,1588
21245,0.41,Premium,E,SI1,59.6,58.0,4.82,4.86,2.88,994
119985,0.3,Very Good,I,SI1,60.2,59.0,4.3,4.34,2.61,436
32039,0.71,Ideal,H,SI2,61.9,57.0,5.75,5.68,3.54,400
142411,0.7,Ideal,J,VS2,62.4,55.0,5.68,5.71,3.55,1896
191236,1.01,Ideal,E,SI1,62.7,57.0,6.4,6.35,3.99,6618
156783,2.07,Ideal,G,SI2,61.8,57.0,8.16,8.2,5.05,16427
78372,1.0,Ideal,E,SI2,62.9,57.0,6.32,6.37,3.99,4295
93248,0.71,Ideal,H,SI1,61.1,57.0,5.74,5.77,3.52,2269
105656,0.9,Ideal,D,SI1,62.8,57.0,6.11,6.18,3.87,4398
67792,0.3,Ideal,F,VS2,61.9,55.0,4.29,4.31,2.66,605
177396,0.3,Premium,F,SI1,61.0,56.0,4.31,4.33,2.63,641
109014,2.01,Premium,H,VS2,61.4,60.0,8.15,8.05,4.97,18215
64566,0.7,Ideal,F,SI1,62.0,57.0,5.67,5.7,3.52,2330
166529,0.71,Premium,E,SI2,61.8,56.0,5.73,5.73,3.54,2306
14020,0.31,Premium,I,VS1,61.5,58.0,4.35,4.34,2.67,628
174025,1.02,Ideal,G,VS1,62.3,56.0,6.45,6.4,4.0,6748
62976,1.5,Very Good,D,SI2,63.5,58.0,7.24,7.11,4.57,8108
127294,1.14,Ideal,I,SI1,62.5,56.0,6.65,6.69,4.17,5096
