id,carat,cut,color,clarity,depth,table,x,y,z,price
1225,1.52,Good,D,SI1,61.1,61.0,7.31,7.41,4.49,11487
171475,0.31,Ideal,D,VVS2,62.2,57.0,4.35,4.28,2.68,941
6408,0.9,Premium,F,SI2,59.3,58.0,6.31,6.24,3.73,3547
21662,0.31,Good,H,SI2,63.5,55.0,4.34,4.38,2.77,408
175365,0.71,Premium,E,VS2,60.1,60.0,5.85,5.83,3.51,2839
6955,0.34,Ideal,E,SI1,60.4,56.0,4.51,4.56,2.74,765
76700,1.06,Premium,G,VVS2,61.3,58.0,6.54,6.57,4.01,7389
121449,0.29,Very Good,I,VS1,61.8,58.0,4.25,4.28,2.63,409
74155,0.3,Premium,G,VVS1,61.3,58.0,4.3,4.33,2.65,789
185248,0.4,Ideal,E,VS1,61.9,54.0,4.74,4.71,2.92,1050
155418,1.11,Premium,G,SI1,62.5,59.0,6.59,6.61,4.12,5438
181571,0.51,Very Good,G,VVS2,62.0,57.0,5.11,5.15,3.18,2260
31351,0.71,Ideal,F,VS1,61.3,56.0,5.74,5.77,3.53,3397
134801,0.32,Ideal,E,VS1,61.1,56.0,4.42,4.38,2.69,972
4860,0.41,Very Good,F,VVS2,60.0,56.0,4.85,4.81,2.89,1192
80978,0.3,Ideal,G,SI1,60.8,56.0,4.35,4.32,2.64,593
184455,0.31,Ideal,E,VS2,62.8,56.0,4.37,4.35,2.74,872
77701,0.9,Ideal,G,SI2,60.8,55.0,6.29,6.27,3.82,3425
184744,0.35,Ideal,G,IF,61.5,57.0,4.55,4.59,2.81,939
22650,0.7,Premium,E,VS2,62.7,58.0,5.69,5.64,3.56,2939
108718,0.35,Ideal,D,VS2,61.1,56.0,4.53,4.56,2.77,833
162586,0.54,Ideal,F,VS1,61.0,57.0,5.24,5.21,3.18,1843
94791,1.01,Ideal,D,SI1,62.0,57.0,6.43,6.4,3.98,5939
147748,0.3,Ideal,D,VS2,62.0,54.0,4.3,4.31,2.67,710
75955,0.4,Ideal,E,VS2,62.2,55.0,4.72,4.74,2.94,908
146539,0.41,Premium,F,VS1,61.3,58.0,4.76,4.8,2.93,1007
102208,0.31,Ideal,I,SI1,62.0,54.0,4.37,4.39,2.71,572
57324,0.51,Ideal,G,VVS1,62.0,56.0,5.11,5.16,3.19,2005
9466,1.06,Ideal,G,SI1,61.0,55.0,6.56,6.58,4.01,5266
14568,0.31,Ideal,E,SI1,62.7,56.0,4.3,4.32,2.71,644
83969,1.01,Ideal,H,SI1,62.0,54.0,6.44,6.5,4.01,5052
65308,0.39,Ideal,D,SI1,59.7,57.0,4.77,4.81,2.86,754
102229,0.72,Ideal,E,SI1,62.5,53.0,5.73,5.81,3.61,2964
91820,0.31,Ideal,G,VS1,62.6,57.0,4.32,4.34,2.71,802
20471,1.15,Premium,H,VS2,61.9,58.0,6.73,6.68,4.15,6405
28004,0.34,Ideal,E,VS2,61.7,55.0,4.52,4.49,2.78,745
54862,1.38,Premium,I,SI1,61.1,60.0,7.19,7.16,4.37,7365
43168,2.16,Premium,I,SI2,61.7,58.0,8.33,8.3,5.11,14556
78629,1.12,Ideal,H,SI1,61.9,57.0,6.65,6.67,4.13,5600
83100,0.32,Ideal,D,VS1,62.7,57.0,4.39,4.42,2.76,948
17878,0.34,Ideal,H,VS2,61.7,55.0,4.47,4.52,2.78,589
80093,0.31,Premium,G,VVS1,61.4,58.0,4.34,4.41,2.68,816
192417,0.7,Ideal,G,VVS2,61.5,56.0,5.68,5.71,3.51,2893
113926,0.7,Premium,G,SI1,62.0,60.0,5.71,5.63,3.51,2034
14407,0.9,Ideal,D,VS2,62.3,56.0,6.15,6.19,3.85,5410
87342,0.3,Ideal,F,VS2,61.9,57.0,4.28,4.31,2.66,604
159141,0.57,Premium,E,VS1,60.0,61.0,5.36,5.4,3.21,1970
47664,0.32,Ideal,E,VVS1,61.3,55.0,4.42,4.45,2.72,1020
179408,0.71,Very Good,G,VS2,61.4,58.0,5.67,5.7,3.5,2659
165299,0.31,Ideal,G,SI1,61.8,54.0,4.35,4.4,2.7,443
