id,carat,cut,color,clarity,depth,table,x,y,z,price
159297,0.3,Premium,G,VS1,59.8,60.0,4.35,4.34,2.6,564
8572,0.32,Ideal,F,SI2,62.3,57.0,4.37,4.37,2.72,540
172988,0.7,Very Good,H,VS2,62.6,58.0,5.65,5.7,3.55,2252
64839,0.71,Very Good,H,SI1,62.9,57.0,5.67,5.69,3.56,2211
76349,1.2,Ideal,H,VS1,62.0,57.0,6.82,6.77,4.21,7109
100565,0.3,Ideal,E,VS2,61.8,55.0,4.34,4.31,2.67,657
3196,0.3,Very Good,E,VS2,62.9,58.0,4.3,4.25,2.69,621
26613,0.71,Ideal,G,SI1,62.4,57.0,5.7,5.73,3.56,3007
23762,0.4,Very Good,E,SI1,62.2,59.0,4.67,4.69,2.92,687
486,0.71,Premium,G,SI1,60.9,59.0,5.75,5.82,3.52,2496
114212,0.41,Very Good,G,VS1,63.3,58.0,4.72,4.72,2.99,899
370,0.5,Premium,E,VS2,60.3,61.0,5.13,5.1,3.08,1333
149967,0.57,Premium,F,SI2,62.0,59.0,5.26,5.29,3.27,957
93190,0.31,Ideal,E,VS2,62.3,54.0,4.31,4.33,2.69,680
190659,0.41,Very Good,D,VS1,63.1,55.0,4.74,4.72,2.98,1079
146479,0.36,Ideal,E,VS1,61.1,56.0,4.62,4.65,2.84,1094
139909,0.63,Premium,E,VS1,60.8,58.0,5.54,5.56,3.37,2146
30408,0.7,Very Good,F,SI2,62.0,56.0,5.7,5.76,3.55,2166
19622,0.24,Very Good,F,VS2,61.5,58.0,3.99,4.02,2.46,454
147754,1.22,Ideal,F,SI2,61.6,57.0,6.88,6.83,4.23,5408
82793,0.3,Premium,G,VVS2,62.5,58.0,4.28,4.31,2.69,878
60107,2.14,Fair,G,SI2,65.6,59.0,8.01,7.88,5.23,17591
49297,1.01,Good,G,VS2,64.1,61.0,6.25,6.26,4.01,5759
161941,1.09,Ideal,H,SI2,62.0,57.0,6.58,6.55,4.07,4561
34815,1.51,Premium,E,SI2,61.0,61.0,7.36,7.33,4.49,8299
98408,1.0,Premium,G,SI2,61.6,56.0,6.43,6.4,3.95,4725
127880,0.3,Ideal,E,VS2,61.0,56.0,4.31,4.33,2.63,682
155075,0.75,Very Good,F,SI1,62.0,60.0,5.82,5.8,3.61,2838
16940,0.74,Premium,G,SI2,59.6,58.0,5.91,5.85,3.51,2262
61607,1.23,Ideal,I,VS1,61.6,57.0,6.9,6.96,4.26,6041
116603,1.15,Ideal,H,VS1,62.4,58.0,6.71,6.73,4.19,7477
121187,0.5,Ideal,D,VS2,62.0,57.0,5.06,5.1,3.15,1662
144338,0.41,Ideal,E,VVS2,62.7,55.0,4.77,4.76,2.99,1168
169524,0.34,Ideal,G,VVS1,61.1,56.0,4.51,4.56,2.77,789
61779,1.51,Ideal,J,SI1,62.8,57.0,7.28,7.31,4.57,7044
95872,1.54,Premium,J,SI1,62.0,62.0,7.38,7.41,4.59,6976
134704,0.3,Ideal,F,VS2,61.4,56.0,4.35,4.37,2.68,673
16493,0.41,Premium,F,VVS2,60.3,58.0,4.78,4.82,2.89,1115
146965,0.3,Very Good,I,VS1,61.1,61.0,4.32,4.36,2.65,442
142728,1.67,Ideal,G,VS2,61.6,57.0,7.66,7.61,4.7,16188
149594,0.4,Ideal,E,VVS2,62.6,57.0,4.73,4.7,2.95,1073
33734,0.77,Ideal,H,SI2,61.3,56.0,5.9,5.96,3.62,2428
156390,1.57,Ideal,F,SI1,61.9,57.0,7.43,7.38,4.59,13133
78199,0.71,Very Good,G,VS2,63.5,60.0,5.67,5.62,3.59,2742
80720,0.59,Ideal,F,SI2,61.1,57.0,5.38,5.41,3.3,1425
184721,0.52,Ideal,E,SI1,61.0,56.0,5.19,5.22,3.18,1443
163945,1.0,Very Good,F,SI1,60.2,59.0,6.41,6.46,3.88,5195
88697,0.42,Ideal,E,SI1,62.6,56.0,4.74,4.81,2.99,912
55,0.7,Very Good,G,VS2,63.0,56.0,5.66,5.69,3.58,2530
153625,1.54,Fair,E,SI1,64.4,60.0,7.3,7.28,4.67,11105
165279,0.32,Ideal,D,VS2,62.0,55.0,4.37,4.39,2.72,972
15775,0.91,Premium,E,SI2,62.4,61.0,6.18,6.13,3.84,3514
170537,1.04,Ideal,J,VVS2,61.8,54.0,6.5,6.52,4.02,5761
154030,0.52,Premium,D,VS2,62.7,58.0,5.13,5.1,3.2,1866
168651,1.0,Premium,F,SI1,61.8,61.0,6.39,6.35,3.94,4939
31629,2.28,Very Good,H,SI2,63.3,56.0,8.35,8.39,5.31,18306
134330,0.32,Ideal,D,VS1,60.9,55.0,4.45,4.42,2.7,848
185474,1.12,Very Good,E,SI2,62.1,57.0,6.62,6.69,4.14,4790
117674,1.01,Premium,D,SI1,62.0,58.0,6.43,6.36,3.97,6091
99612,1.3,Very Good,I,SI2,62.2,58.0,6.95,6.98,4.34,5112
108443,0.31,Ideal,G,VS2,62.3,55.0,4.35,4.38,2.72,567
129065,0.3,Ideal,G,IF,61.1,55.0,4.35,4.32,2.65,844
161062,0.3,Ideal,G,IF,61.1,56.0,4.34,4.31,2.64,988
13877,1.07,Very Good,F,SI1,62.5,59.0,6.53,6.57,4.09,5667
48825,0.41,Ideal,D,VVS2,62.0,55.0,4.74,4.77,2.95,1343
136016,1.2,Very Good,E,SI1,62.9,55.0,6.77,6.74,4.24,6863
171172,0.24,Very Good,E,VVS1,62.5,56.0,3.96,3.99,2.48,485
165404,0.4,Ideal,E,VS1,61.7,56.0,4.71,4.74,2.91,1068
182058,0.7,Ideal,E,SI1,60.5,57.0,5.78,5.74,3.48,2728
25762,0.38,Premium,G,VS1,61.6,58.0,4.7,4.65,2.88,966
99250,0.75,Ideal,E,VS2,62.5,57.0,5.82,5.86,3.66,3091
113226,0.68,Ideal,E,VVS2,61.4,55.0,5.69,5.65,3.49,3311
142832,1.0,Very Good,F,SI1,62.4,60.0,6.32,6.34,3.95,4860
129344,0.81,Ideal,F,SI1,61.0,57.0,6.05,5.99,3.66,3489
173805,1.54,Premium,G,SI1,61.6,58.0,7.47,7.44,4.59,10038
180645,0.7,Premium,D,SI1,59.7,59.0,5.75,5.73,3.43,2656
160449,0.72,Very Good,F,SI2,61.6,56.0,5.74,5.8,3.55,2401
104885,1.5,Good,J,VS2,62.4,62.0,7.16,7.18,4.49,7187
184390,0.9,Premium,D,SI2,62.4,58.0,6.2,6.23,3.87,3604
110284,1.01,Good,F,VS2,61.9,59.0,6.4,6.43,3.98,6446
177612,0.51,Ideal,H,VS2,61.3,55.0,5.17,5.19,3.17,1324
35771,0.38,Ideal,E,VVS1,61.3,55.0,4.67,4.72,2.88,1300
90135,1.2,Premium,H,I1,62.9,60.0,6.75,6.69,4.23,3017
77514,0.41,Ideal,E,VS2,61.0,54.0,4.84,4.82,2.94,1024
44484,0.25,Ideal,F,VVS2,61.5,55.0,4.05,4.08,2.5,575
85283,0.59,Premium,E,SI1,62.2,58.0,5.37,5.32,3.33,1768
103693,0.51,Ideal,G,VS2,61.6,55.0,5.13,5.16,3.17,1617
12055,1.51,Very Good,G,SI1,61.8,58.0,7.29,7.35,4.52,10046
189293,1.32,Premium,G,SI1,61.0,58.0,7.07,7.04,4.3,7352
34077,0.4,Ideal,E,VS1,61.9,54.0,4.74,4.77,2.94,1052
124544,1.21,Very Good,I,SI1,62.5,57.0,6.72,6.75,4.22,5522
11345,1.01,Premium,I,VS2,62.1,59.0,6.48,6.44,4.01,4166
85395,1.24,Premium,J,VS2,62.3,58.0,6.86,6.9,4.28,5018
96651,0.79,Ideal,G,VS2,62.2,55.0,5.93,5.96,3.7,3192
130942,0.75,Very Good,J,VS2,61.3,58.0,5.8,5.87,3.58,2140
130371,0.53,Ideal,F,VS2,61.2,55.0,5.21,5.24,3.2,1626
61527,1.06,Ideal,G,SI1,61.5,56.0,6.53,6.57,4.03,5266
133268,0.73,Ideal,G,VS2,59.8,57.0,5.85,5.88,3.5,3340
70102,0.32,Good,H,VVS1,63.2,56.0,4.37,4.39,2.77,716
24124,0.42,Premium,F,VS2,61.3,59.0,4.87,4.83,2.97,1172
167809,0.51,Premium,G,VS1,61.8,60.0,5.15,5.11,3.17,1781
35282,1.05,Very Good,D,SI1,60.0,59.0,6.53,6.58,3.92,5946
86784,0.8,Premium,D,SI1,61.4,58.0,5.99,5.96,3.67,2950
78113,1.0,Ideal,F,VS2,61.1,56.0,6.46,6.44,3.94,4981
107584,0.33,Ideal,D,SI1,61.8,55.0,4.42,4.47,2.76,803
146826,0.39,Ideal,G,VVS1,61.5,56.0,4.7,4.75,2.91,1094
127785,1.31,Ideal,J,VS1,61.8,55.0,7.02,7.04,4.35,6831
117341,0.34,Ideal,G,VVS2,61.6,55.0,4.52,4.49,2.77,806
47013,1.03,Ideal,D,SI1,61.4,57.0,6.48,6.53,4.0,5551
138905,1.1,Ideal,G,VS2,61.8,56.0,6.6,6.64,4.09,6600
107009,0.58,Very Good,F,VS1,60.4,57.0,5.4,5.42,3.26,2119
9587,0.4,Premium,D,VS1,60.8,59.0,4.78,4.82,2.92,967
143953,1.51,Good,J,VS2,64.0,60.0,7.29,7.25,4.66,6685
20369,0.72,Very Good,I,VS1,63.1,59.0,5.71,5.75,3.62,2375
21390,0.7,Ideal,E,VS2,62.0,56.0,5.63,5.67,3.51,3002
120902,1.0,Ideal,H,VS2,62.7,55.0,6.35,6.39,4.0,5698
142321,0.35,Premium,E,VVS2,61.7,57.0,4.55,4.54,2.8,1012
140849,1.51,Very Good,H,SI1,63.0,57.0,7.23,7.31,4.59,8971
190553,1.04,Premium,E,SI2,62.4,57.0,6.5,6.47,4.04,4682
177573,0.75,Ideal,J,VS1,62.4,56.0,5.78,5.83,3.62,2068
70793,0.43,Ideal,G,VVS1,61.1,56.0,4.88,4.92,2.99,1105
90715,2.19,Ideal,H,SI2,62.5,54.0,8.33,8.24,5.19,15968
185366,0.7,Ideal,H,SI1,61.3,56.0,5.72,5.78,3.52,2048
79468,0.74,Very Good,D,VS1,63.1,56.0,5.76,5.79,3.64,3398
65294,2.25,Very Good,H,SI2,60.7,58.0,8.46,8.4,5.12,16353
136394,0.91,Premium,F,SI2,62.3,56.0,6.21,6.14,3.85,3368
125758,1.51,Premium,G,VS2,61.6,59.0,7.37,7.33,4.53,11703
181303,0.7,Premium,D,SI1,60.4,58.0,5.77,5.72,3.47,2863
142658,1.01,Premium,E,SI1,60.3,59.0,6.47,6.45,3.9,5436
184385,0.71,Very Good,G,VS2,59.9,58.0,5.78,5.81,3.46,2657
26370,0.96,Ideal,G,SI1,62.1,57.0,6.27,6.24,3.9,4292
36069,0.4,Ideal,D,SI1,62.0,57.0,4.75,4.71,2.93,1094
35201,0.7,Premium,F,SI1,59.4,60.0,5.84,5.82,3.45,2396
154299,1.5,Ideal,H,VS1,61.9,56.0,7.38,7.31,4.53,11531
143113,0.37,Premium,F,VS1,61.2,59.0,4.59,4.63,2.83,758
61416,1.51,Premium,F,VS2,60.1,60.0,7.46,7.51,4.5,16929
56572,1.01,Premium,G,SI2,62.0,59.0,6.45,6.38,3.98,4304
122678,0.3,Ideal,G,VS2,62.2,57.0,4.26,4.29,2.66,507
38174,1.0,Very Good,I,SI2,62.9,57.0,6.28,6.35,3.96,3054
26751,0.35,Ideal,G,VS1,61.6,55.0,4.53,4.52,2.79,706
127159,0.73,Ideal,G,SI1,62.7,56.0,5.75,5.78,3.62,2733
135481,0.4,Ideal,F,SI1,62.6,56.0,4.72,4.74,2.96,803
60561,0.41,Ideal,I,VVS1,61.1,56.0,4.81,4.82,2.94,863
42782,1.5,Very Good,I,SI1,60.6,63.0,7.32,7.4,4.46,9141
188019,0.31,Ideal,F,VS1,61.0,56.0,4.35,4.4,2.67,773
169251,1.03,Ideal,F,SI2,62.3,57.0,6.43,6.47,4.02,4749
130698,0.5,Premium,F,SI2,62.2,60.0,5.04,5.08,3.14,1268
5574,0.33,Ideal,F,VS2,61.9,54.0,4.48,4.45,2.76,854
16934,1.0,Good,G,VS2,63.1,58.0,6.31,6.37,4.01,5407
35825,0.42,Ideal,D,VS2,62.0,57.0,4.83,4.78,2.98,1096
101545,1.03,Ideal,G,VVS2,61.3,57.0,6.51,6.48,3.99,7466
63755,1.22,Premium,H,VS2,63.0,59.0,6.83,6.79,4.28,5858
31498,0.31,Very Good,I,SI1,63.1,56.0,4.35,4.32,2.73,572
188147,0.81,Ideal,G,SI1,61.7,54.0,5.98,6.01,3.66,3084
133835,0.52,Ideal,E,SI1,62.0,55.0,5.15,5.19,3.2,1664
191570,0.55,Ideal,E,SI1,61.4,56.0,5.28,5.32,3.25,1565
139565,0.74,Ideal,D,SI2,61.7,56.0,5.81,5.79,3.58,2610
5435,0.9,Fair,F,SI2,65.7,58.0,6.06,6.01,3.93,3251
85184,0.46,Fair,D,VS2,66.5,55.0,4.82,4.77,3.2,971
13026,0.32,Very Good,E,SI1,63.3,58.0,4.34,4.36,2.76,720
113909,0.33,Ideal,F,VVS1,61.0,57.0,4.46,4.49,2.73,884
54213,0.34,Ideal,H,VS2,61.2,56.0,4.5,4.52,2.76,537
109413,1.22,Premium,I,VS2,62.0,58.0,6.87,6.84,4.26,6165
47279,0.31,Ideal,G,VS2,62.8,56.0,4.35,4.33,2.72,698
163543,0.4,Very Good,I,VS2,61.6,57.6,4.75,4.78,2.93,655
18482,0.5,Ideal,F,SI1,61.3,58.0,5.07,5.12,3.12,1324
44999,1.07,Very Good,F,SI1,62.1,58.0,6.55,6.51,4.06,6204
189067,1.05,Ideal,F,SI2,62.2,55.0,6.52,6.52,4.07,3952
193154,2.22,Ideal,I,SI2,62.4,58.0,8.36,8.31,5.19,16128
101975,1.01,Very Good,E,SI1,63.1,56.0,6.3,6.34,3.99,5759
21352,0.9,Ideal,H,SI1,61.5,54.0,6.21,6.25,3.83,3639
168981,1.51,Ideal,I,VS1,61.8,55.0,7.36,7.39,4.56,10268
123313,0.71,Very Good,F,VS2,59.8,57.0,5.86,5.82,3.5,2802
174469,0.9,Premium,H,SI1,60.3,61.0,6.32,6.27,3.77,3471
151872,0.71,Ideal,F,SI1,62.3,56.0,5.73,5.77,3.58,2717
106629,0.54,Premium,E,SI1,59.1,60.0,5.3,5.28,3.12,1340
115492,0.41,Premium,D,SI2,62.7,58.0,4.75,4.72,2.97,876
41708,0.72,Ideal,E,VS2,60.2,54.0,5.85,5.89,3.54,3323
157944,0.9,Ideal,G,SI2,61.8,56.0,6.22,6.19,3.84,3489
