id,carat,cut,color,clarity,depth,table,x,y,z,price
40308,1.11,Premium,D,SI1,59.8,60.0,6.71,6.75,4.03,5775
3679,0.7,Very Good,J,SI1,59.0,59.0,5.83,5.86,3.44,2083
121266,0.44,Ideal,D,VS1,60.7,55.0,4.95,4.92,3.01,1294
17997,0.41,Ideal,E,VS2,61.0,56.0,4.76,4.79,2.92,975
150395,1.06,Ideal,H,VS1,62.5,57.0,6.54,6.57,4.09,6485
159487,1.07,Ideal,H,SI1,62.5,56.0,6.55,6.51,4.08,4870
114462,1.0,Ideal,F,SI1,61.9,57.0,6.39,6.43,3.97,5607
94218,1.51,Premium,F,SI1,62.2,59.0,7.34,7.31,4.57,12300
115063,0.33,Ideal,E,VVS1,61.9,56.0,4.46,4.43,2.75,1021
57560,0.35,Premium,F,VS2,60.5,59.0,4.51,4.54,2.72,706
71880,0.7,Very Good,H,VS1,63.3,60.0,5.62,5.66,3.57,2438
75948,0.33,Ideal,G,VVS2,62.4,54.0,4.4,4.42,2.75,752
193253,1.01,Premium,E,VS2,60.6,58.0,6.49,6.47,3.93,6499
140934,0.3,Premium,D,SI1,62.2,59.0,4.33,4.3,2.68,609
153557,0.25,Very Good,F,VVS2,60.9,58.0,4.04,4.07,2.47,576
55547,0.72,Ideal,I,VS2,61.8,56.0,5.73,5.76,3.55,2201
45667,1.16,Very Good,H,SI2,61.2,63.0,6.65,6.68,4.09,4603
5608,1.23,Premium,H,VS1,58.3,62.0,7.01,6.99,4.08,6290
77088,0.92,Premium,G,VS1,62.0,59.0,6.18,6.22,3.85,4844
160275,1.22,Premium,H,SI2,62.3,59.0,6.82,6.86,4.26,4968
189797,0.41,Premium,G,VVS2,62.6,58.0,4.73,4.71,2.96,1121
167644,2.03,Premium,H,VS2,62.2,59.0,8.14,8.06,5.04,17904
57923,0.43,Very Good,H,SI1,62.2,56.0,4.84,4.87,3.02,754
166762,0.31,Ideal,D,VVS2,61.2,55.0,4.42,4.41,2.7,941
112789,1.01,Premium,H,SI1,61.2,62.0,6.42,6.47,3.94,4769
56815,0.31,Ideal,G,VVS2,61.3,55.0,4.37,4.4,2.69,936
55030,0.34,Very Good,H,SI1,63.1,56.0,4.45,4.46,2.81,538
108668,0.58,Ideal,E,VS1,61.4,56.0,5.36,5.39,3.3,2177
62040,0.71,Very Good,J,SI2,63.5,58.0,5.64,5.67,3.59,1875
108138,0.71,Ideal,F,SI2,61.3,57.0,5.7,5.73,3.5,2158
154824,2.0,Premium,H,SI2,60.9,60.0,8.15,8.1,4.94,12098
192470,0.31,Ideal,E,SI1,62.0,57.0,4.4,4.34,2.71,698
135902,0.7,Ideal,D,SI2,62.0,56.0,5.73,5.7,3.54,2310
73230,0.51,Ideal,I,VS1,61.5,55.0,5.17,5.14,3.17,1326
41723,2.01,Very Good,H,SI1,64.8,56.0,7.85,7.95,5.12,16112
101206,0.2,Premium,E,VS1,61.9,62.0,3.81,3.78,2.33,399
7145,1.58,Premium,G,VS2,60.0,60.0,7.59,7.53,4.53,9322
15025,0.72,Very Good,E,VS1,63.4,55.0,5.64,5.68,3.58,2964
94655,0.3,Premium,D,VS2,60.7,58.0,4.34,4.32,2.63,911
131669,0.32,Ideal,E,VS2,61.6,55.0,4.38,4.35,2.69,702
38057,0.7,Very Good,J,VS2,62.0,58.0,5.64,5.68,3.51,1922
133412,0.35,Very Good,E,VS2,62.9,58.0,4.48,4.52,2.83,767
156837,1.2,Ideal,D,SI2,62.3,56.0,6.81,6.77,4.23,5443
60695,0.3,Ideal,H,VVS1,61.6,56.0,4.34,4.32,2.66,686
108886,0.32,Premium,F,VS2,61.7,58.0,4.39,4.36,2.7,854
27453,1.05,Ideal,G,VS1,62.4,54.0,6.52,6.49,4.06,8104
36303,0.32,Very Good,H,VVS1,61.6,56.0,4.39,4.42,2.71,577
182725,1.12,Ideal,D,SI2,62.1,56.0,6.63,6.68,4.13,5756
97819,0.37,Ideal,D,SI1,60.3,57.0,4.66,4.62,2.8,874
93708,1.5,Ideal,H,SI2,62.2,55.0,7.28,7.34,4.53,9532
