id,carat,cut,color,clarity,depth,table,x,y,z,price
84381,1.0,Ideal,G,VS2,62.1,56.0,6.41,6.44,3.99,6618
123489,1.04,Premium,I,SI2,62.1,58.0,6.47,6.42,4.01,3697
93027,0.32,Ideal,G,VS1,62.4,56.0,4.31,4.33,2.7,645
1813,1.21,Ideal,H,VS1,61.5,56.0,6.89,6.86,4.23,7404
99575,1.03,Ideal,F,SI1,61.8,55.0,6.54,6.5,4.02,4751
125844,1.27,Very Good,H,SI1,62.5,59.0,6.86,6.89,4.29,5756
134066,0.3,Premium,G,VS1,62.4,59.0,4.25,4.29,2.66,605
103061,0.32,Ideal,G,IF,61.4,56.0,4.43,4.45,2.72,954
48442,1.25,Ideal,J,VS2,62.3,56.0,6.85,6.89,4.29,6132
146510,1.01,Fair,F,VS2,61.1,66.0,6.23,6.26,3.81,4868
62260,0.55,Ideal,D,VS2,63.3,55.0,5.27,5.18,3.31,1777
186633,0.34,Premium,G,VS1,60.6,58.0,4.47,4.51,2.72,686
42137,2.01,Ideal,I,VS2,60.8,59.0,8.12,8.18,4.94,15826
2642,1.01,Very Good,G,SI1,63.2,58.0,6.34,6.37,4.01,5018
74816,0.72,Ideal,E,SI1,61.3,57.0,5.8,5.76,3.55,3048
40387,0.3,Premium,E,VS1,61.3,60.0,4.32,4.28,2.64,710
29084,0.71,Ideal,G,SI1,61.3,57.0,5.73,5.8,3.53,2549
18689,0.6,Ideal,F,VS1,61.7,57.0,5.38,5.43,3.33,2333
51707,0.4,Ideal,G,VVS2,62.4,57.0,4.71,4.73,2.95,1008
54330,0.91,Premium,E,SI2,62.0,62.0,6.25,6.2,3.86,3961
168035,1.02,Premium,F,VS2,62.3,60.0,6.42,6.39,3.99,6517
176872,0.74,Very Good,G,SI1,62.1,56.0,5.81,5.83,3.61,2367
94767,0.41,Premium,D,SI1,62.6,58.0,4.69,4.73,2.95,874
111072,0.8,Very Good,J,VS1,62.5,55.0,5.96,5.98,3.73,2249
12360,1.32,Premium,I,VS1,61.3,58.0,7.06,7.03,4.31,7976
3849,2.01,Good,H,SI2,63.0,60.0,7.89,7.84,4.97,16512
1306,0.3,Ideal,G,VS1,62.0,55.0,4.28,4.31,2.66,605
165582,0.31,Ideal,F,VVS1,62.3,56.0,4.35,4.31,2.69,1046
128133,0.72,Very Good,H,VVS2,62.8,58.0,5.7,5.73,3.59,2602
150305,0.77,Ideal,E,SI2,61.7,56.0,5.9,5.84,3.62,2795
130356,1.0,Premium,H,SI2,62.1,58.0,6.37,6.34,3.95,4060
30109,0.23,Very Good,F,VVS2,61.5,56.0,3.98,4.01,2.46,472
147265,0.92,Premium,F,I1,62.2,58.0,6.26,6.19,3.87,2264
26990,0.9,Fair,F,SI1,68.7,55.0,5.92,5.88,3.7,3924
61842,1.53,Ideal,E,VVS2,61.1,57.0,7.41,7.46,4.55,17999
111541,0.91,Good,E,SI2,63.7,62.0,6.1,6.12,3.9,3512
68136,0.54,Ideal,H,VS1,62.0,56.0,5.26,5.24,3.25,1580
153619,0.71,Very Good,F,SI1,63.2,58.0,5.69,5.72,3.61,2759
30949,0.4,Ideal,D,SI1,62.1,56.0,4.77,4.74,2.95,972
94876,1.0,Premium,G,SI1,59.2,59.0,6.56,6.54,3.88,4627
60710,0.71,Premium,H,SI2,59.8,62.0,5.8,5.72,3.44,2376
97718,1.5,Good,J,VS2,64.2,56.0,7.16,7.2,4.62,8847
90265,0.38,Ideal,E,VS2,61.6,56.0,4.62,4.66,2.86,889
135189,1.23,Ideal,H,SI2,62.5,57.0,6.87,6.83,4.28,4455
88229,1.22,Very Good,H,VS1,63.8,57.0,6.8,6.76,4.35,7189
76361,1.12,Premium,I,SI1,61.3,61.0,6.65,6.68,4.09,4641
103937,1.6,Ideal,J,VS2,62.2,55.0,7.5,7.58,4.65,9257
172239,0.5,Ideal,E,SI1,62.0,54.0,5.09,5.12,3.16,1229
32088,1.34,Premium,I,VVS2,61.0,59.0,7.09,7.12,4.33,9898
22625,1.21,Premium,H,VS2,61.7,59.0,6.78,6.74,4.18,7472
