id,carat,cut,color,clarity,depth,table,x,y,z,price
169350,0.42,Ideal,G,VVS1,61.8,56.0,4.82,4.85,2.98,1205
137632,1.22,Ideal,I,SI2,62.3,56.0,6.81,6.86,4.25,5322
147950,1.57,Premium,I,VS1,60.8,58.0,7.56,7.49,4.58,10278
58215,0.41,Ideal,H,VS1,62.7,57.0,4.75,4.71,2.97,901
117504,0.51,Ideal,D,SI1,61.9,55.0,5.15,5.11,3.18,1758
25322,0.57,Ideal,G,SI1,61.9,56.0,5.34,5.37,3.3,1394
18226,0.3,Premium,D,SI2,60.1,58.0,4.36,4.38,2.62,452
143011,1.52,Very Good,I,VS2,61.2,61.0,7.35,7.39,4.52,10283
138691,0.58,Very Good,H,VS1,60.3,57.0,5.4,5.44,3.27,1671
117426,1.14,Ideal,H,SI1,62.6,57.0,6.68,6.64,4.17,6195
69634,0.42,Ideal,D,SI2,61.3,57.0,4.85,4.8,2.96,633
30105,2.18,Premium,J,SI1,62.3,59.0,8.31,8.26,5.16,14185
109268,1.5,Very Good,I,SI1,62.3,60.0,7.28,7.25,4.52,8575
122189,0.51,Very Good,E,SI1,63.9,58.0,5.06,5.09,3.24,1446
132290,2.01,Premium,I,VS2,61.1,60.0,8.11,8.05,4.94,14383
107042,1.01,Premium,I,VS1,62.2,58.0,6.41,6.46,4.0,5279
42903,0.75,Premium,E,SI2,62.4,58.0,5.8,5.77,3.61,2536
1408,1.59,Premium,J,VS1,60.9,59.0,7.56,7.5,4.58,9370
151726,0.44,Premium,G,SI1,62.3,58.0,4.88,4.84,3.03,990
33741,0.31,Ideal,G,VVS1,61.3,56.0,4.36,4.38,2.68,789
48351,1.14,Very Good,H,VS1,63.2,58.0,6.66,6.61,4.2,5055
11217,0.33,Premium,E,VS2,60.8,59.0,4.41,4.44,2.69,723
61401,1.2,Very Good,H,SI2,63.3,55.0,6.75,6.72,4.27,4058
90073,0.7,Ideal,D,VS1,62.3,56.0,5.66,5.71,3.54,3566
37890,0.52,Ideal,D,VS2,61.4,57.0,5.2,5.23,3.2,1919
58235,0.51,Ideal,E,SI1,62.2,56.0,5.11,5.14,3.18,1304
50061,0.55,Very Good,G,VS2,59.5,57.0,5.37,5.33,3.18,1636
159224,0.41,Ideal,H,SI1,61.6,56.0,4.75,4.72,2.92,876
191389,0.81,Premium,D,SI1,61.3,58.0,6.07,6.03,3.69,3507
128396,1.5,Premium,D,SI1,60.1,58.0,7.32,7.27,4.38,11566
46870,2.02,Premium,H,SI2,61.7,56.0,8.09,8.19,5.01,16575
101982,1.01,Ideal,I,VS1,62.9,55.0,6.4,6.37,4.02,5243
5681,0.71,Ideal,H,VS1,62.1,55.0,5.71,5.74,3.55,2600
37958,0.91,Premium,E,SI2,61.9,59.0,6.16,6.23,3.82,3864
89882,0.33,Ideal,H,SI1,61.2,55.0,4.45,4.49,2.74,432
108957,0.9,Good,E,SI2,58.5,62.0,6.23,6.29,3.65,3139
134273,0.41,Very Good,E,SI1,61.8,59.0,4.73,4.78,2.94,723
50551,0.31,Ideal,D,VS2,61.3,56.0,4.39,4.42,2.69,734
31971,0.74,Very Good,F,VS1,60.0,60.0,5.87,5.93,3.54,3020
73748,0.56,Ideal,D,SI2,62.7,57.0,5.25,5.22,3.28,1624
4889,2.01,Good,G,SI1,63.1,58.0,8.01,7.99,5.03,18515
54604,0.31,Premium,E,VS2,61.7,58.0,4.36,4.37,2.69,680
164434,0.39,Premium,E,VS2,59.4,59.0,4.72,4.74,2.81,951
65516,2.03,Ideal,I,SI2,61.1,58.0,8.15,8.24,5.01,12161
37317,1.01,Premium,G,VS2,60.2,60.0,6.58,6.52,3.94,6451
163282,1.01,Very Good,D,VS2,62.8,59.0,6.35,6.39,3.99,7276
28715,0.71,Ideal,G,SI1,61.5,57.0,5.71,5.75,3.53,2493
139180,0.32,Ideal,G,IF,61.9,56.0,4.38,4.41,2.72,799
2473,0.54,Premium,D,VS1,60.2,58.0,5.29,5.32,3.19,1939
153805,0.5,Premium,E,SI1,60.1,62.0,5.13,5.17,3.1,1246
