id,carat,cut,color,clarity,depth,table,x,y,z,price
22616,1.2,Ideal,H,VS1,61.1,55.0,6.85,6.88,4.21,7481
17118,1.01,Premium,G,SI2,62.2,60.0,6.43,6.41,3.99,4350
131250,1.51,Ideal,G,VS1,61.8,55.0,7.34,7.39,4.57,13006
175309,0.33,Ideal,G,VS1,61.0,55.0,4.51,4.48,2.75,854
61084,0.52,Ideal,D,VS2,61.8,56.0,5.15,5.19,3.19,1843
148630,0.72,Very Good,D,VS1,59.8,58.0,5.8,5.84,3.48,3235
144870,0.33,Ideal,E,VVS2,61.4,57.0,4.41,4.45,2.72,852
42598,0.5,Very Good,E,SI2,63.3,57.0,5.04,5.02,3.19,1000
148246,0.33,Ideal,G,VS2,62.2,55.0,4.42,4.44,2.76,765
163639,1.0,Good,E,VVS1,64.4,58.0,6.27,6.27,4.03,8647
158849,1.06,Ideal,H,SI1,62.1,56.0,6.54,6.58,4.06,5258
32966,0.71,Very Good,I,VS2,62.6,56.0,5.66,5.69,3.56,1889
24648,0.43,Very Good,D,VS2,61.5,55.0,4.89,4.92,3.02,1166
16932,2.01,Premium,H,SI2,62.5,59.0,8.06,8.03,5.02,13950
118027,0.33,Very Good,E,SI1,63.2,58.0,4.45,4.49,2.83,660
12940,0.33,Ideal,G,VVS1,61.3,56.0,4.47,4.44,2.73,1040
180108,0.31,Ideal,G,SI1,62.5,56.0,4.31,4.34,2.7,571
89385,1.3,Ideal,H,VVS1,62.9,57.0,6.97,6.9,4.37,10441
11772,0.39,Ideal,J,VVS1,62.5,55.0,4.66,4.71,2.93,718
109028,1.5,Very Good,J,IF,62.3,59.0,7.23,7.28,4.52,9694
38498,0.4,Ideal,G,VS1,62.2,57.0,4.74,4.76,2.95,850
59658,0.31,Ideal,E,VS2,61.6,54.0,4.35,4.41,2.7,680
115828,0.32,Ideal,E,VS2,61.7,55.0,4.43,4.41,2.73,846
7533,2.03,Premium,F,SI2,62.7,56.0,8.08,8.05,5.06,16170
176318,0.27,Ideal,F,VVS2,61.2,57.0,4.15,4.18,2.55,515
114159,0.31,Ideal,E,VVS2,62.9,57.0,4.31,4.28,2.7,1046
66,1.06,Ideal,E,VVS2,61.9,57.0,6.52,6.56,4.05,10378
109756,2.01,Premium,E,SI2,59.6,59.0,8.25,8.2,4.89,16112
15689,0.77,Premium,D,SI1,60.0,60.0,5.94,5.89,3.55,2909
73324,1.24,Ideal,G,VS2,62.1,55.0,6.88,6.9,4.28,8820
5033,1.63,Ideal,G,VVS2,61.9,57.0,7.54,7.61,4.67,16407
105219,1.52,Premium,D,SI1,63.0,61.0,7.31,7.24,4.58,12829
166412,1.51,Premium,D,SI2,59.8,59.0,7.46,7.39,4.43,11209
191721,0.63,Ideal,E,SI1,62.2,56.0,5.49,5.53,3.43,1613
9873,0.54,Ideal,G,VS2,61.6,57.0,5.23,5.25,3.23,1447
170062,1.04,Fair,F,VS2,64.9,56.0,6.42,6.33,4.13,5142
66323,0.23,Very Good,D,VVS1,61.1,56.0,3.94,3.99,2.43,492
134404,0.28,Very Good,F,VS1,63.1,55.0,4.24,4.28,2.69,487
96502,0.3,Premium,H,IF,60.7,58.0,4.34,4.36,2.63,789
7987,0.38,Very Good,E,SI1,62.4,58.0,4.63,4.67,2.9,701
137080,1.55,Premium,G,VS1,62.7,59.0,7.32,7.41,4.62,13919
155234,1.03,Premium,G,VS2,62.0,58.0,6.46,6.51,4.0,5598
73870,0.52,Premium,F,VVS2,61.9,59.0,5.14,5.19,3.2,2297
192180,1.14,Ideal,F,SI1,60.9,57.0,6.73,6.77,4.11,5781
58755,0.71,Ideal,G,SI1,62.3,55.0,5.7,5.73,3.56,2184
71833,1.01,Very Good,D,SI1,59.3,61.0,6.53,6.6,3.9,5567
46216,0.9,Very Good,I,VS2,63.8,60.0,6.07,6.1,3.88,3299
109164,0.7,Premium,G,VVS2,61.9,58.0,5.73,5.66,3.53,3074
66727,0.5,Ideal,F,VS1,62.0,55.0,5.14,5.11,3.17,1668
110782,0.3,Ideal,E,VS2,62.3,57.0,4.3,4.34,2.69,603
