id,carat,cut,color,clarity,depth,table,x,y,z,price
92995,0.54,Ideal,D,SI1,62.1,56.0,5.23,5.24,3.25,1745
188095,1.01,Premium,F,VS2,60.6,59.0,6.58,6.52,3.96,6184
38921,1.2,Premium,I,SI1,62.4,59.0,6.78,6.81,4.24,4791
89043,0.5,Premium,G,SI1,61.0,60.0,5.06,5.12,3.09,1293
1320,1.53,Ideal,J,VVS2,61.8,56.0,7.36,7.42,4.58,8930
192330,1.5,Very Good,I,VS1,58.5,59.0,7.48,7.57,4.41,9820
43336,1.71,Ideal,I,VS1,62.0,57.0,7.67,7.63,4.75,13596
171150,1.06,Ideal,H,VS1,61.9,55.0,6.54,6.57,4.06,7118
120803,1.5,Very Good,F,SI1,62.6,59.0,7.28,7.23,4.55,10800
18330,1.01,Premium,G,VS2,60.9,62.0,6.47,6.38,3.89,5950
106664,1.0,Premium,D,SI2,61.6,58.0,6.36,6.42,3.94,4218
140817,1.55,Ideal,G,VS1,62.2,55.0,7.47,7.43,4.62,15223
49607,1.01,Premium,H,VS2,62.2,58.0,6.39,6.41,3.98,5201
139558,0.9,Ideal,H,VVS2,63.0,57.0,6.12,6.1,3.85,4037
66087,0.7,Good,H,SI1,63.7,59.0,5.55,5.59,3.55,1814
72812,0.52,Premium,G,VS1,60.6,58.0,5.24,5.17,3.16,1789
20860,0.71,Ideal,I,VVS1,61.7,54.0,5.73,5.76,3.55,2553
90510,0.9,Ideal,I,VS2,62.0,55.0,6.2,6.14,3.82,3276
54486,0.76,Premium,D,SI1,58.8,57.0,6.0,5.93,3.51,2579
166643,1.54,Ideal,I,VS1,61.0,56.0,7.44,7.49,4.55,9709
148502,0.34,Ideal,I,VVS2,61.8,57.0,4.53,4.52,2.8,596
98453,0.34,Ideal,G,IF,61.3,54.0,4.55,4.53,2.78,979
180700,0.7,Premium,G,SI2,60.4,62.0,5.73,5.71,3.46,1998
94,1.0,Premium,F,IF,60.1,60.0,6.49,6.45,3.88,10181
24009,0.31,Ideal,D,VS2,62.4,54.0,4.38,4.35,2.72,942
179261,0.3,Very Good,I,SI1,62.9,57.0,4.22,4.26,2.67,382
164754,1.53,Very Good,H,VS2,60.5,60.0,7.41,7.45,4.5,11206
80382,1.01,Very Good,E,VS1,63.1,56.0,6.39,6.45,4.05,5766
36126,1.07,Premium,F,SI1,62.3,59.0,6.55,6.52,4.07,5921
103070,0.32,Ideal,E,SI1,61.8,55.0,4.38,4.4,2.72,524
135933,0.4,Premium,D,VS1,61.9,60.0,4.65,4.68,2.89,967
118243,1.01,Very Good,E,VS2,62.0,60.0,6.38,6.48,3.98,6334
97507,0.32,Ideal,G,IF,62.4,54.0,4.41,4.38,2.74,918
184916,0.73,Very Good,D,SI2,60.2,58.0,5.77,5.86,3.5,2897
176128,0.34,Ideal,I,VS2,62.4,57.0,4.5,4.53,2.81,573
166452,0.36,Ideal,D,VS2,61.9,56.0,4.56,4.52,2.81,1094
145465,1.53,Ideal,J,VS1,61.1,57.0,7.43,7.39,4.53,9729
131666,1.2,Premium,D,SI2,62.5,57.0,6.78,6.67,4.19,6505
128785,1.21,Ideal,H,VS2,61.7,57.0,6.84,6.88,4.23,7823
141705,0.3,Ideal,G,IF,62.1,55.0,4.36,4.34,2.7,956
6416,1.08,Ideal,F,VS1,60.5,57.0,6.62,6.66,4.02,8265
69377,0.41,Ideal,H,VS2,61.0,57.0,4.78,4.82,2.93,1087
171713,0.64,Premium,E,SI1,59.6,60.0,5.62,5.58,3.36,1787
39979,0.91,Ideal,G,SI2,62.4,57.0,6.15,6.2,3.85,3618
184194,1.08,Ideal,E,SI1,61.7,57.0,6.56,6.62,4.06,6480
177499,0.5,Premium,H,SI1,61.8,59.0,5.07,5.1,3.14,1240
182326,0.27,Very Good,H,VS1,60.0,56.0,4.17,4.21,2.51,448
176173,1.06,Ideal,G,VVS2,61.7,56.0,6.52,6.53,4.03,9169
83597,1.51,Ideal,E,SI1,61.7,55.0,7.35,7.43,4.56,11795
184889,0.32,Ideal,G,VVS2,61.5,56.0,4.37,4.34,2.68,936
