id,carat,cut,color,clarity,depth,table,x,y,z,price
139777,0.7,Premium,H,SI1,59.5,57.0,5.79,5.84,3.46,2010
118865,1.02,Ideal,G,VS1,62.4,57.0,6.46,6.44,4.02,7258
162491,0.51,Ideal,E,VS2,62.4,55.0,5.12,5.14,3.2,1656
181532,1.0,Premium,D,SI1,62.0,56.0,6.41,6.37,3.96,4772
144931,0.53,Ideal,E,SI2,61.8,57.0,5.17,5.2,3.2,1238
172946,0.7,Ideal,D,SI2,62.0,56.0,5.68,5.65,3.52,2757
167292,1.03,Very Good,F,VS2,63.5,58.0,6.35,6.38,4.04,6902
151151,0.31,Ideal,E,VVS1,60.8,56.0,4.41,4.42,2.69,893
184466,1.15,Premium,I,VS1,62.6,58.0,6.66,6.73,4.19,5487
191572,0.32,Ideal,G,VS1,62.3,55.0,4.34,4.39,2.72,645
2198,0.71,Very Good,H,SI1,61.6,58.0,5.73,5.75,3.53,2010
16032,0.75,Ideal,E,VS2,61.7,56.0,5.82,5.86,3.61,3312
4425,0.7,Good,J,SI1,64.2,54.0,5.58,5.62,3.6,1864
6150,2.03,Ideal,I,SI1,60.6,56.0,8.19,8.31,4.99,14948
47057,0.91,Very Good,E,SI1,61.0,60.0,6.22,6.29,3.81,3624
148399,0.7,Ideal,D,VS2,62.2,56.0,5.7,5.67,3.53,3032
66358,1.51,Premium,H,VS2,62.1,59.0,7.36,7.33,4.56,11600
86925,1.05,Premium,H,SI2,60.0,59.0,6.65,6.59,3.99,3894
121300,0.41,Ideal,G,VS2,61.3,57.0,4.8,4.75,2.93,847
127157,1.2,Ideal,F,VS2,60.3,57.0,6.84,6.89,4.15,8669
54771,0.41,Ideal,F,VS1,61.9,54.0,4.78,4.82,2.97,978
119235,0.31,Premium,H,VS2,62.5,58.0,4.31,4.34,2.7,628
12175,1.03,Ideal,G,VS2,61.8,56.0,6.52,6.48,4.01,5806
84458,0.33,Ideal,E,VS1,61.4,55.0,4.44,4.46,2.73,692
113453,0.32,Ideal,G,IF,60.6,57.0,4.49,4.44,2.7,944
191607,0.31,Ideal,F,VS2,62.6,57.0,4.34,4.29,2.7,749
162893,0.4,Ideal,H,VS2,61.6,56.0,4.72,4.76,2.92,1163
87127,1.13,Very Good,I,SI2,63.4,57.0,6.65,6.59,4.19,3604
34911,0.32,Ideal,I,SI1,62.1,55.0,4.37,4.4,2.73,445
73506,0.8,Very Good,E,SI1,62.5,58.0,5.9,5.95,3.71,3380
64929,0.32,Ideal,G,IF,61.8,54.0,4.43,4.45,2.74,974
101358,1.02,Ideal,G,VS1,61.0,57.0,6.52,6.49,3.97,7168
85595,0.6,Ideal,D,VS1,61.8,57.0,5.43,5.39,3.34,2293
155232,1.27,Very Good,H,VS2,62.8,59.0,6.88,6.92,4.33,7468
39986,0.7,Premium,F,SI2,59.9,59.0,5.77,5.82,3.46,2344
72258,1.14,Ideal,H,SI2,62.4,55.0,6.75,6.71,4.21,4884
162552,1.72,Premium,G,SI2,61.5,59.0,7.68,7.65,4.72,11351
187445,0.72,Ideal,J,VS1,62.0,56.0,5.73,5.76,3.56,2177
74055,0.9,Premium,F,VS1,63.0,58.0,6.15,6.11,3.86,4730
63230,0.32,Premium,E,SI1,61.3,59.0,4.45,4.41,2.73,720
76218,1.01,Very Good,G,VS2,63.1,60.0,6.36,6.31,4.0,5702
30678,1.01,Premium,D,SI1,60.9,60.0,6.49,6.45,3.94,6108
186178,1.05,Ideal,G,VS1,61.7,55.0,6.56,6.53,4.04,6831
110904,0.72,Premium,F,SI1,61.4,58.0,5.77,5.74,3.54,2333
109575,0.32,Ideal,I,VS2,63.0,56.0,4.37,4.33,2.74,576
128177,0.9,Fair,J,SI2,65.3,56.0,6.08,6.04,3.93,2575
26399,0.53,Premium,H,SI2,61.0,60.0,5.24,5.18,3.18,978
105947,0.24,Very Good,F,VVS1,63.3,58.0,3.99,4.01,2.54,492
126944,1.12,Very Good,H,VVS1,59.8,57.0,6.75,6.78,4.05,7503
183675,0.41,Ideal,G,VS2,62.1,55.0,4.77,4.81,2.97,861
