id,carat,cut,color,clarity,depth,table,x,y,z,price
73836,1.22,Premium,H,SI2,62.1,58.0,6.84,6.8,4.24,4654
60361,0.32,Good,G,VS1,63.1,56.0,4.31,4.34,2.73,645
117253,0.72,Premium,F,VS2,61.6,58.0,5.79,5.76,3.55,2560
70874,0.34,Ideal,E,SI1,61.8,56.0,4.47,4.5,2.77,596
71922,2.05,Very Good,H,SI2,61.7,56.0,8.07,8.19,5.02,16641
120469,1.04,Very Good,G,SI1,62.2,60.0,6.45,6.52,4.04,5174
172722,2.14,Good,H,SI1,59.9,64.0,8.36,8.28,4.99,17366
120823,1.51,Good,E,VS2,59.0,59.0,7.46,7.5,4.44,13661
80808,1.01,Ideal,G,SI2,61.7,57.0,6.4,6.43,3.96,4260
186560,0.83,Ideal,G,SI2,62.1,57.0,6.02,6.0,3.73,2487
178010,0.24,Very Good,F,VVS2,62.5,59.0,3.95,3.97,2.47,471
77402,0.33,Ideal,E,VS1,60.2,57.0,4.46,4.48,2.69,1003
170805,1.01,Fair,H,SI2,64.4,58.0,6.35,6.29,4.07,3326
122352,0.3,Ideal,G,VVS1,61.6,57.0,4.31,4.28,2.64,1013
155561,1.51,Premium,H,I1,60.8,56.0,7.36,7.26,4.44,3105
179555,1.03,Ideal,E,SI2,62.3,56.0,6.46,6.51,4.04,5430
92887,1.51,Premium,I,SI2,62.7,59.0,7.29,7.25,4.56,6999
187837,1.1,Ideal,G,SI1,62.0,56.0,6.66,6.67,4.12,5889
20180,1.04,Very Good,J,SI1,63.1,59.0,6.46,6.41,4.05,3587
45309,1.53,Premium,F,VS2,59.6,59.0,7.5,7.45,4.46,15293
183228,1.25,Ideal,F,VS2,61.8,56.0,6.92,6.95,4.28,7739
157333,1.09,Ideal,F,VS1,60.6,57.0,6.68,6.73,4.06,8287
124878,1.2,Very Good,G,VS2,61.8,58.0,6.73,6.78,4.18,6684
133154,1.06,Premium,G,VVS1,61.0,58.0,6.61,6.58,4.02,7861
104012,1.05,Very Good,G,VS2,62.8,57.0,6.46,6.49,4.07,6294
64099,0.42,Premium,G,VS1,61.4,58.0,4.77,4.82,2.94,921
142914,1.58,Very Good,D,SI1,62.7,59.0,7.37,7.41,4.62,12967
157344,0.7,Ideal,E,VS1,61.5,56.0,5.71,5.74,3.52,3178
37669,2.07,Good,G,SI1,63.1,57.0,8.09,7.99,5.12,17265
78253,0.42,Ideal,H,VVS2,61.4,56.0,4.78,4.82,2.95,798
48384,0.3,Very Good,G,VS1,63.2,59.0,4.24,4.26,2.69,605
44233,0.41,Ideal,E,VVS1,62.6,56.0,4.71,4.7,2.94,1196
91145,1.21,Premium,E,SI1,61.9,60.0,6.87,6.79,4.22,6397
93153,0.73,Ideal,H,VS1,62.2,56.0,5.75,5.8,3.59,2889
19565,2.33,Premium,J,SI2,62.2,60.0,8.44,8.39,5.23,12654
33314,0.3,Very Good,J,SI2,60.5,61.0,4.3,4.34,2.62,351
186792,1.01,Premium,F,VVS2,60.5,58.0,6.53,6.47,3.94,8818
106255,1.52,Premium,G,VS1,62.7,58.0,7.31,7.32,4.59,15649
193192,0.59,Very Good,F,SI1,62.5,57.0,5.32,5.36,3.34,1598
10485,0.7,Premium,E,SI2,59.3,58.0,5.83,5.77,3.44,2362
102148,0.34,Ideal,H,SI2,60.8,56.0,4.52,4.55,2.76,440
66556,1.02,Ideal,G,VS2,61.4,57.0,6.53,6.46,3.99,6552
127310,1.5,Very Good,H,SI1,60.5,61.0,7.38,7.36,4.46,9836
154132,1.36,Ideal,G,SI2,61.9,57.0,7.08,7.12,4.4,6290
143239,0.59,Ideal,F,VS2,62.2,57.0,5.39,5.34,3.34,1848
88617,0.38,Ideal,I,VS2,62.7,55.0,4.62,4.59,2.88,812
75630,2.58,Very Good,H,SI2,63.3,57.0,8.65,8.61,5.49,12321
107809,1.53,Ideal,H,SI1,62.1,57.0,7.37,7.34,4.56,9738
142099,1.12,Ideal,I,VS2,62.2,57.0,6.65,6.7,4.16,4928
15175,0.4,Ideal,F,VS1,61.3,57.0,4.74,4.79,2.92,955
