id,carat,cut,color,clarity,depth,table,x,y,z,price
149762,0.55,Ideal,G,VVS2,61.3,56.0,5.25,5.28,3.23,1935
90385,0.75,Premium,F,SI1,59.1,58.0,5.96,5.92,3.51,2683
16555,0.35,Ideal,G,VS1,62.0,56.0,4.55,4.58,2.82,706
135028,0.9,Very Good,G,SI2,60.5,61.0,6.14,6.19,3.74,3592
5606,1.0,Premium,D,SI2,60.8,60.0,6.47,6.45,3.93,4469
153267,1.61,Ideal,G,VS1,61.7,56.0,7.54,7.51,4.65,14957
111361,0.8,Ideal,H,VS1,61.4,58.0,6.0,5.97,3.67,2866
155918,0.31,Ideal,F,SI1,61.8,56.0,4.34,4.38,2.7,663
175220,0.74,Ideal,F,SI1,62.7,57.0,5.82,5.77,3.63,2579
165565,1.06,Ideal,G,SI2,61.2,57.0,6.59,6.62,4.03,4372
1184,1.03,Very Good,H,SI1,62.2,56.0,6.5,6.44,4.03,5040
26140,0.55,Ideal,F,VS1,61.7,56.0,5.26,5.3,3.25,1840
123723,0.38,Ideal,E,VVS1,62.0,54.7,4.62,4.66,2.88,1101
49556,2.12,Premium,E,SI2,62.7,59.0,8.19,8.12,5.1,18462
187616,0.33,Premium,H,VS1,60.8,56.0,4.43,4.45,2.7,743
164744,1.57,Premium,H,VS2,61.2,58.0,7.49,7.53,4.59,11019
139418,0.7,Very Good,G,VS2,63.2,56.0,5.58,5.61,3.54,2617
50013,0.4,Ideal,D,VS1,61.8,56.0,4.75,4.78,2.95,1123
138869,1.2,Premium,H,SI2,62.9,58.0,6.75,6.68,4.22,5376
157195,0.5,Ideal,F,VS1,61.8,56.0,5.07,5.11,3.15,1723
137161,1.2,Ideal,E,VVS2,60.8,56.0,6.91,6.88,4.18,11487
67616,0.3,Ideal,G,VVS2,61.4,55.0,4.33,4.36,2.67,699
40696,0.41,Premium,E,VVS2,62.2,58.0,4.74,4.77,2.96,1014
103780,0.38,Very Good,G,VVS2,60.4,58.0,4.71,4.7,2.84,925
139005,0.92,Ideal,F,SI2,62.0,55.0,6.24,6.26,3.87,4579
76382,0.53,Ideal,D,VS2,61.4,56.0,5.2,5.22,3.2,1822
155666,1.02,Premium,E,VS1,61.8,59.0,6.39,6.43,3.96,8852
117333,1.3,Very Good,F,SI1,61.9,59.0,7.01,7.05,4.35,5671
9927,0.51,Ideal,G,IF,61.9,56.0,5.15,5.18,3.2,2289
7211,0.71,Very Good,I,VVS1,62.3,57.0,5.7,5.7,3.55,2421
86597,0.32,Ideal,I,VS1,61.9,56.0,4.39,4.42,2.73,449
137605,2.01,Premium,I,SI2,62.5,59.0,8.07,8.0,5.02,12674
126700,1.01,Very Good,G,VS2,62.4,56.0,6.37,6.42,3.99,6045
5209,0.31,Very Good,D,SI2,63.1,58.0,4.32,4.29,2.71,460
75609,0.34,Ideal,D,SI1,60.8,56.0,4.53,4.56,2.76,725
49593,1.2,Ideal,H,VS1,62.2,56.0,6.79,6.84,4.23,7787
174462,0.7,Ideal,D,VS1,61.4,55.0,5.73,5.76,3.53,3420
73984,1.5,Premium,F,SI1,58.0,60.0,7.52,7.47,4.35,10658
104700,0.37,Premium,E,VS2,61.7,55.0,4.69,4.64,2.88,818
99782,0.53,Ideal,J,SI1,61.6,56.0,5.16,5.23,3.2,956
28926,1.52,Ideal,F,SI1,61.0,56.0,7.39,7.44,4.52,11621
131764,1.01,Premium,G,VS2,61.2,58.0,6.43,6.51,3.96,6229
113753,0.72,Ideal,I,VS1,62.0,55.0,5.77,5.8,3.59,2302
95761,0.8,Premium,E,SI1,59.4,57.0,6.09,6.03,3.59,4229
170205,1.29,Premium,F,VS2,60.2,59.0,7.06,7.11,4.27,9232
190492,0.38,Ideal,F,VS1,61.3,54.0,4.67,4.71,2.88,883
116843,0.97,Ideal,I,SI1,61.5,57.0,6.38,6.45,3.95,4763
119873,0.32,Ideal,F,IF,62.2,55.0,4.41,4.38,2.73,1080
138442,1.51,Very Good,I,SI1,61.8,63.0,7.28,7.34,4.52,7722
34069,0.41,Ideal,H,VVS2,62.0,54.3,4.8,4.76,2.97,877
