id,carat,cut,color,clarity,depth,table,x,y,z,price
22564,1.01,Ideal,F,VS2,62.3,56.0,6.41,6.46,4.0,6164
34404,0.52,Premium,G,VS2,61.7,60.0,5.16,5.13,3.18,1631
39181,0.7,Very Good,G,VS2,63.1,57.0,5.64,5.67,3.57,2474
119342,1.5,Premium,E,VS2,62.9,59.0,7.3,7.26,4.58,14224
1845,1.5,Good,D,SI1,64.0,58.0,7.23,7.27,4.64,10888
138573,1.22,Premium,G,VS2,62.0,60.0,6.86,6.82,4.25,7487
140638,0.36,Ideal,F,IF,61.6,55.0,4.58,4.61,2.83,1116
186598,1.62,Premium,F,SI1,60.8,60.0,7.63,7.55,4.62,11765
38862,0.71,Ideal,F,SI2,62.0,56.0,5.75,5.72,3.55,2098
111153,0.51,Ideal,F,VS2,62.2,58.0,5.12,5.08,3.17,1574
5452,0.55,Premium,D,SI1,61.2,58.0,5.31,5.27,3.24,1622
131776,0.4,Ideal,F,VS1,62.6,55.0,4.7,4.67,2.94,1097
41457,0.45,Ideal,E,VS1,61.8,55.0,4.92,4.95,3.05,1435
153516,2.06,Premium,H,SI1,61.8,59.0,8.2,8.14,5.04,12332
92999,0.31,Premium,E,VS2,61.0,58.0,4.38,4.34,2.66,872
191737,0.51,Ideal,E,VS1,60.9,57.0,5.15,5.18,3.14,1739
7425,0.9,Premium,F,SI2,61.2,58.0,6.19,6.23,3.79,3472
120675,0.54,Premium,H,VS2,61.0,58.0,5.22,5.24,3.19,1377
44787,0.3,Ideal,H,VS2,62.2,55.0,4.31,4.28,2.67,630
151837,0.54,Ideal,J,VS2,61.8,55.0,5.24,5.22,3.23,1209
44763,0.7,Premium,J,VS2,58.2,60.0,5.83,5.8,3.38,2010
25301,2.08,Very Good,I,VS1,62.5,59.0,8.12,8.16,5.07,18325
48328,0.52,Ideal,D,VS2,61.4,55.0,5.15,5.19,3.18,1816
127673,1.01,Premium,I,SI2,61.8,58.0,6.47,6.43,3.98,3640
107938,0.24,Ideal,H,VVS1,61.8,57.0,4.01,4.04,2.48,487
190025,2.01,Premium,J,SI1,61.4,59.0,8.06,7.98,4.94,13687
3549,1.5,Ideal,H,SI1,62.1,57.0,7.29,7.32,4.54,10787
1766,1.06,Ideal,I,I1,62.3,57.0,6.53,6.47,4.05,3455
105454,1.27,Ideal,I,VS2,62.5,58.0,6.9,6.94,4.32,7277
10619,2.06,Premium,I,VS1,59.4,59.0,8.29,8.31,4.93,17909
182371,0.23,Very Good,G,VS2,59.8,57.0,4.06,4.09,2.42,357
91685,1.04,Premium,D,SI1,61.2,58.0,6.52,6.46,3.99,5756
161652,0.77,Ideal,H,VS2,60.0,57.0,5.92,5.97,3.58,2846
42448,0.42,Ideal,H,SI1,62.5,55.0,4.8,4.8,3.0,978
152363,1.52,Ideal,H,VVS2,60.6,57.0,7.39,7.44,4.48,13757
89001,1.11,Ideal,E,SI2,62.5,56.0,6.6,6.63,4.13,4672
52275,0.59,Ideal,G,SI2,62.3,57.0,5.33,5.37,3.34,1184
13200,0.3,Ideal,F,SI1,62.2,55.0,4.3,4.35,2.69,605
146305,0.55,Ideal,I,SI1,61.3,56.0,5.26,5.29,3.24,1319
189960,0.76,Ideal,I,VVS2,62.3,55.0,5.83,5.85,3.64,2520
75846,1.22,Premium,I,VS1,61.8,59.0,6.84,6.87,4.23,5067
9643,1.01,Very Good,H,SI1,60.1,59.0,6.53,6.48,3.91,4401
53790,0.7,Very Good,H,VS2,61.5,59.0,5.67,5.75,3.51,2513
96453,0.78,Ideal,F,SI2,61.8,56.0,5.92,5.87,3.65,2732
25835,0.92,Ideal,I,VS1,61.9,54.0,6.24,6.27,3.87,4324
176682,0.52,Premium,D,VS2,60.2,58.0,5.24,5.2,3.15,1919
101165,0.51,Very Good,D,SI2,61.5,56.0,5.13,5.18,3.17,1319
30484,1.22,Very Good,H,VS2,63.4,58.0,6.82,6.75,4.31,6947
92643,0.31,Good,G,SI2,63.2,55.0,4.31,4.34,2.73,408
75911,0.72,Good,H,SI1,63.7,54.0,5.72,5.69,3.62,2370
